"pop=11" "pop=12.5" "pop=14" "pop=15.5" "pop=17" "pop=19" "pop=21" "pop=23" "pop=25" "pop=27.5" "pop=30.5" "pop=33" "pop=36" "pop=39" "pop=42" "pop=45.5" "pop=49" "pop=53" "pop=57" "pop=61" "pop=65" "pop=69" "pop=73.5" "pop=78.5" "pop=83.5" "pop=89.5" "pop=96.5" "pop=104" "pop=112" "pop=119.5" "pop=128" "pop=137" "pop=146" "pop=155.5" "pop=165" "pop=175.5" "pop=187" "pop=200" "pop=214.5" "pop=228.5" "pop=241.5" "pop=255" "pop=269.89" "pop=285.89" "pop=302.5" "pop=319.5" "pop=336.5" "pop=353.54" "pop=370.54" "pop=386" "pop=400" "pop=414.5" "pop=431" "pop=448" "pop=463.5" "pop=479.5" "pop=496.5" "pop=513.34" "pop=529.34" "pop=546" "pop=563" "pop=579.5" "pop=597" "pop=613.22" "pop=628.72" "pop=644.68" "pop=661.68" "pop=679" "pop=696.5" "pop=715.5" "pop=733.5" "pop=750.56" "pop=769.06" "pop=788" "pop=807.5" "pop=827.5" "pop=846" "pop=865" "pop=884.5" "pop=906" "pop=930.5" "pop=953.360000000001" "pop=976.360000000001" "pop=1003.82" "pop=1034.32" "pop=1064.28" "pop=1096.79" "pop=1137.01" "pop=1180.5" "pop=1227.2" "pop=1284.63" "pop=1348.09" "pop=1422.16" "pop=1512.5" "pop=1622" "pop=1770.58" "pop=1957.39" "pop=2227.43" "pop=2695.82999999999" "pop=5787.20999999999"
12 13 14 16 18 20 22 24 26 29 30 34 35 39 42 46 49 54 59 61 67 69 73 80 85 92 94 105 112 119 126 136 145 158 168 172 187 203 213 229 243 256 271 292 301 322 341 356 374 385 405 415 425 455 467 480 491 513 532 548 562 581 604 614 628 652 668 678 706 723 735 755 772 780 807 822 838 866 878 910 937 958 989 990 1037 1051 1080 1118 1173 1221 1316 1341 1396 1560 1590 1829 1997 2113 2693 3660
12 13 14 16 17 20 21 23 25 28 31 33 36 39 42 47 50 55 59 62 65 69 76 79 86 91 94 103 112 117 130 135 146 158 168 178 192 196 219 229 244 262 276 293 297 316 338 354 371 380 397 414 433 452 470 481 498 516 534 555 566 588 606 620 635 646 655 681 703 708 729 758 774 789 800 831 842 861 887 908 931 948 979 998 1023 1077 1096 1137 1194 1226 1287 1322 1412 1483 1629 1728 1921 2103 2466 3209
11 13 14 16 17 19 22 23 26 27 32 34 36 40 43 47 51 54 57 60 64 68 73 80 85 88 96 106 109 121 128 135 150 160 165 173 185 200 208 223 246 252 275 279 310 326 332 348 374 382 396 420 427 449 460 473 494 521 537 553 571 582 590 617 624 638 664 673 699 724 730 755 765 785 807 826 845 860 890 904 921 951 987 1008 1024 1070 1103 1127 1196 1222 1302 1361 1436 1518 1620 1820 2036 2350 2439 3019
11 13 15 16 18 20 21 23 26 27 32 33 38 39 44 45 51 53 57 63 67 69 73 79 86 90 100 108 113 120 129 137 151 154 161 172 193 199 214 230 240 257 265 294 307 325 329 354 377 391 407 414 428 449 463 486 502 509 522 540 565 583 598 615 629 652 655 677 694 711 729 754 768 793 818 835 842 869 892 909 934 951 984 991 1046 1053 1089 1130 1160 1216 1301 1332 1465 1505 1595 1685 1872 2330 2443 3690
11 13 15 16 17 19 22 23 25 27 31 33 36 39 43 47 48 52 56 60 66 68 72 77 82 91 97 104 112 122 128 139 149 159 169 181 189 200 209 226 241 257 267 280 308 320 333 346 364 387 399 419 440 450 462 479 491 515 531 541 560 585 606 615 625 652 667 684 696 717 739 752 768 788 801 820 849 862 877 910 927 963 987 1003 1027 1078 1110 1141 1193 1248 1296 1338 1417 1552 1567 1773 2005 2165 2606 3967
11 13 15 16 18 19 22 23 26 27 30 34 36 40 41 47 48 55 58 61 67 69 76 81 85 89 100 103 112 118 129 141 148 159 168 174 191 206 211 234 242 260 266 285 309 313 332 349 375 392 403 412 428 448 465 487 505 514 523 551 561 588 594 614 621 646 656 674 692 712 739 754 767 784 803 834 850 872 889 897 941 949 973 1005 1031 1052 1083 1136 1169 1240 1271 1379 1384 1538 1650 1837 1953 2073 2579 3389
11 13 14 16 17 19 21 23 25 29 30 34 37 39 44 47 48 54 57 63 65 68 73 77 85 87 98 107 110 118 132 138 149 160 169 178 191 203 209 229 240 262 265 292 309 321 340 354 375 380 405 414 426 443 465 473 499 507 529 551 557 580 593 615 635 646 654 681 702 707 733 755 775 786 800 837 841 866 888 903 937 962 964 1017 1037 1069 1090 1153 1165 1248 1281 1330 1418 1492 1630 1697 1858 2222 2966 3949
11 13 15 16 18 20 21 23 26 27 30 34 36 39 42 47 48 52 58 60 65 70 73 79 82 88 98 104 113 122 125 137 145 152 169 179 189 197 211 224 248 251 268 292 305 325 331 354 376 389 407 417 425 442 469 488 502 513 526 555 571 578 599 614 632 649 657 682 694 717 736 753 764 782 814 834 855 863 884 913 924 959 988 1007 1050 1075 1101 1116 1169 1246 1254 1329 1388 1484 1621 1730 2016 2089 2633 3972
11 13 15 16 17 20 21 24 26 27 30 34 35 39 42 46 50 52 58 62 64 70 73 80 86 90 98 107 115 118 130 134 142 156 169 179 188 202 212 223 240 258 270 286 304 313 342 355 373 391 405 411 434 451 468 485 490 508 528 546 559 573 606 618 635 650 657 675 697 720 734 751 764 784 809 823 838 872 890 911 943 959 983 1013 1033 1069 1100 1148 1171 1246 1282 1371 1417 1546 1636 1686 2005 2097 2425 3142
12 13 15 16 18 19 21 23 25 28 30 33 35 39 44 45 49 52 59 62 64 68 76 78 85 89 97 105 109 123 127 138 145 160 164 173 184 204 216 233 242 262 267 280 297 325 345 355 377 381 404 421 426 450 458 485 498 508 531 539 569 575 602 612 633 644 663 684 697 716 739 751 772 785 798 837 855 871 883 908 943 945 980 1011 1032 1053 1079 1130 1163 1224 1254 1335 1464 1487 1593 1802 1920 2390 2666 3695
11 13 15 16 18 20 22 24 25 28 32 33 38 39 41 47 48 54 56 60 64 68 76 77 84 91 99 102 112 118 125 141 149 154 169 174 182 206 222 235 247 250 265 282 303 323 334 347 378 384 398 408 436 448 464 488 500 510 533 555 566 580 599 611 634 651 671 679 698 723 737 758 760 790 817 830 843 856 878 898 920 962 980 1018 1041 1069 1102 1153 1174 1212 1311 1332 1460 1473 1599 1826 1942 2297 2482 3149
11 13 14 16 17 20 22 23 26 29 31 33 37 39 42 46 49 53 56 62 67 70 72 79 86 91 99 106 112 120 131 140 145 152 164 176 187 200 216 232 239 262 269 288 303 327 339 358 367 392 396 419 425 448 458 483 503 520 522 542 562 585 604 611 633 639 654 683 691 709 736 758 763 791 802 837 844 866 878 898 937 947 974 998 1025 1053 1085 1129 1200 1235 1257 1348 1388 1467 1636 1759 1956 2206 2404 4286
11 13 14 16 17 20 21 24 25 29 30 33 36 39 41 45 51 52 57 61 65 69 72 81 86 93 95 106 114 122 133 135 148 152 165 176 192 202 222 230 238 255 264 281 300 313 336 360 370 384 407 412 426 450 458 480 493 514 528 544 564 584 596 609 628 640 667 673 702 708 741 743 769 784 803 833 845 866 878 906 932 963 980 1006 1040 1075 1108 1136 1182 1223 1253 1374 1384 1474 1571 1806 1924 2233 2521 3387
12 13 15 16 18 19 21 24 25 29 32 34 36 40 43 47 51 54 57 62 67 68 72 81 83 91 97 105 111 117 125 138 142 157 170 177 186 197 216 235 244 255 277 292 303 319 345 353 374 392 399 411 431 452 457 480 500 521 524 545 556 582 600 615 637 645 664 678 690 714 731 759 769 793 798 822 849 864 892 906 940 959 973 1010 1027 1074 1079 1148 1177 1212 1280 1324 1421 1548 1587 1707 1876 2132 2440 3987
11 13 14 NA 17 19 21 24 25 28 30 34 37 40 43 47 48 55 58 63 67 71 75 78 86 93 94 104 116 123 128 137 142 152 166 173 193 207 220 228 238 253 269 294 306 318 339 348 374 393 399 418 432 456 468 485 501 520 524 538 560 580 593 618 628 640 658 676 702 715 728 748 773 797 813 835 855 856 888 913 931 960 974 1017 1038 1070 1093 1145 1198 1209 1277 1320 1392 1560 1684 1734 1953 2070 2803 3673
12 13 14 NA 17 20 21 23 26 28 31 34 35 40 41 45 50 52 58 62 65 69 76 80 84 93 94 101 115 119 128 140 142 156 168 174 184 203 208 228 242 259 276 289 306 321 335 351 374 383 401 411 427 441 469 472 499 510 536 552 562 579 592 619 624 645 671 683 697 708 734 745 765 786 811 819 838 866 886 905 942 962 984 1009 1040 1053 1086 1142 1202 1210 1293 1331 1406 1532 1661 1704 2043 2314 2538 4138
12 13 14 NA 18 20 22 24 26 29 30 34 36 40 44 45 51 52 57 60 65 71 74 80 86 91 96 103 109 120 131 138 142 152 164 175 191 195 209 229 245 256 264 278 301 324 339 351 378 381 397 418 439 449 463 484 504 515 532 545 564 588 591 609 624 646 669 687 694 713 729 748 779 792 816 828 850 856 888 910 919 951 968 994 1045 1074 1109 1159 1177 1248 1309 1322 1397 1488 1658 1855 1901 2240 2789 3454
11 13 15 NA 17 20 22 24 25 29 31 33 37 39 44 47 48 55 59 63 64 69 76 79 83 88 96 104 116 123 131 141 148 159 165 171 189 196 213 224 244 261 266 288 298 325 341 346 373 385 401 413 434 450 464 482 500 516 535 545 562 584 593 612 630 640 667 686 690 713 741 747 776 795 812 836 851 862 892 908 943 963 986 993 1029 1078 1096 1151 1166 1239 1298 1324 1407 1491 1644 1689 2009 2303 2448 3505
11 13 14 NA 17 20 21 23 26 28 30 34 38 39 43 47 51 55 58 62 64 70 75 78 83 93 95 101 113 121 124 141 151 155 169 177 191 207 208 229 244 250 276 279 304 327 340 358 370 393 394 411 428 444 470 488 495 516 523 545 568 572 606 612 637 644 659 686 691 707 729 746 764 789 818 820 849 857 889 918 920 946 984 1018 1027 1055 1093 1152 1197 1237 1270 1346 1417 1519 1565 1738 1985 2218 2923 3086
12 13 14 NA 18 19 22 23 25 29 31 33 35 40 41 45 49 52 59 63 64 71 73 81 82 91 98 105 115 122 127 141 148 159 168 180 186 195 209 229 241 255 265 283 301 322 338 356 373 389 406 414 432 451 471 484 504 520 527 551 567 582 593 612 630 647 659 683 691 713 727 744 763 797 812 826 852 868 893 905 928 960 974 1007 1048 1071 1096 1144 1193 1238 1302 1377 1456 1538 1579 1688 1969 2247 2683 4650
12 13 14 NA 18 19 21 23 25 28 31 34 36 NA 41 45 48 55 59 62 67 71 74 78 82 89 97 105 114 120 126 135 145 159 164 173 192 195 218 232 240 251 274 284 296 323 339 353 378 392 395 410 425 443 459 479 492 507 537 539 564 582 595 619 630 639 662 675 695 716 733 745 775 786 799 826 854 869 894 916 943 960 975 1004 1043 1056 1096 1158 1183 1233 1296 1329 1411 1504 1561 1699 1929 2190 2905 4198
12 13 15 NA 17 19 22 23 26 29 32 NA 35 NA 41 47 51 54 56 60 66 69 76 81 84 88 95 108 109 120 133 136 142 154 165 176 191 203 208 232 239 252 277 291 295 315 339 361 368 390 407 420 439 453 468 488 492 506 534 539 564 588 600 618 626 642 661 675 691 715 735 754 774 796 818 824 848 860 877 900 938 961 981 997 1027 1065 1090 1127 1188 1241 1266 1361 1436 1532 1680 1706 1933 2122 2795 3129
11 NA 14 NA 18 19 21 23 25 29 31 NA 36 NA 44 45 48 53 59 62 65 70 75 78 83 88 99 106 110 117 129 137 151 152 168 175 183 196 211 228 239 259 276 291 296 317 329 346 366 385 399 420 424 451 462 477 500 517 525 553 560 574 589 615 632 650 665 687 695 712 731 755 761 780 798 834 849 866 881 910 925 945 981 993 1023 1063 1079 1128 1176 1225 1270 1365 1456 1530 1577 1773 1910 2267 2930 3504
12 NA 15 NA 18 20 22 23 25 28 31 NA 37 NA 42 46 48 53 59 63 64 69 75 78 82 90 94 104 115 121 133 135 151 157 166 177 191 203 222 233 246 260 265 282 307 317 340 354 364 388 394 412 425 449 470 481 493 509 522 544 561 583 589 608 637 642 658 684 706 720 735 745 778 796 804 835 853 861 885 911 938 959 982 998 1021 1052 1095 1119 1187 1238 1268 1322 1421 1481 1682 1801 1927 2090 2710 3437
11 NA 14 NA 17 19 21 24 25 27 32 NA 35 NA 44 NA 51 55 57 63 67 71 74 80 84 90 98 105 109 120 130 136 145 159 166 173 187 198 219 233 241 255 272 292 304 326 332 349 369 389 402 417 423 443 463 481 498 507 528 545 562 574 598 619 629 638 655 686 697 710 737 759 779 793 804 829 855 858 882 905 931 952 966 990 1027 1076 1094 1153 1175 1213 1256 1363 1388 1551 1653 1801 1961 2277 2750 3845
12 NA 14 NA 17 19 21 24 26 29 31 NA 36 NA 41 NA 51 53 57 60 67 71 75 81 84 87 98 102 113 121 133 136 148 153 163 173 185 198 219 223 248 257 273 288 297 319 331 352 363 382 402 419 433 445 470 474 499 506 528 551 564 581 589 619 631 648 665 678 698 720 733 749 767 795 802 827 852 859 887 899 927 946 973 1010 1023 1052 1100 1127 1166 1252 1316 1352 1461 1488 1660 1814 1979 2184 2767 4105
11 NA 14 NA 18 20 22 24 25 28 31 NA 38 NA 44 NA 48 53 59 60 65 71 74 81 82 88 94 106 109 117 129 136 142 156 170 171 190 195 210 235 245 260 265 289 307 314 342 359 373 392 401 420 424 446 467 482 492 516 525 543 558 572 594 609 630 643 666 687 697 716 731 751 763 789 804 823 853 862 877 907 931 950 984 1002 1020 1052 1115 1134 1186 1220 1291 1336 1461 1487 1684 1785 1927 2175 2400 3436
11 NA 14 NA 18 20 21 24 25 29 31 NA 36 NA 41 NA 48 55 56 62 65 71 76 78 83 89 94 105 109 121 124 135 146 158 161 181 189 206 219 226 245 259 268 291 299 327 344 346 379 386 401 415 428 448 464 473 496 512 533 550 557 582 601 613 626 648 663 685 696 715 738 748 763 783 813 819 844 866 887 909 938 948 966 999 1041 1071 1098 1129 1202 1213 1289 1377 1407 1549 1562 1773 1904 2175 2523 4048
12 NA 14 NA 18 19 22 23 25 27 31 NA 35 NA 41 NA 51 54 56 63 64 69 74 79 84 87 99 106 115 118 131 141 147 157 161 181 187 200 221 228 242 254 277 279 296 315 334 353 377 391 398 420 433 447 458 485 494 518 522 551 566 574 599 619 633 652 665 684 695 710 726 743 768 793 810 824 840 858 891 903 922 961 964 1005 1049 1066 1106 1153 1180 1224 1253 1379 1380 1551 1641 1722 2056 2302 2444 3304
12 NA 14 NA 18 20 22 24 26 28 31 NA 36 NA 44 NA 51 52 56 62 67 70 76 80 83 93 94 108 112 122 127 134 145 159 163 175 192 204 219 223 239 250 267 289 302 313 329 348 365 386 399 415 425 449 458 473 500 521 528 546 567 584 600 619 621 646 654 676 698 719 729 757 771 790 815 836 842 863 884 900 922 947 973 1005 1050 1066 1080 1128 1162 1235 1303 1335 1389 1538 1589 1759 1944 2338 2626 3585
12 NA 15 NA 18 19 21 23 25 29 31 NA 36 NA 42 NA 49 54 56 62 67 70 73 81 85 87 98 106 109 123 132 136 151 153 163 171 191 197 213 223 236 261 263 287 297 317 340 354 367 384 401 414 423 443 461 478 502 509 528 554 569 573 594 620 630 644 663 686 703 719 733 757 760 780 811 837 850 857 892 902 929 952 987 1011 1047 1057 1081 1123 1200 1216 1253 1357 1406 1525 1646 1715 1999 2225 2457 4562
12 NA 15 NA 18 19 21 23 26 29 31 NA 38 NA 44 NA 51 55 58 61 65 68 76 81 83 93 97 102 109 117 131 139 144 155 169 181 188 195 210 235 247 251 276 280 299 324 334 352 375 390 407 419 432 441 461 482 505 509 524 544 565 583 598 608 630 642 653 682 695 721 734 755 772 788 801 827 854 871 886 907 928 944 985 993 1033 1071 1112 1147 1166 1214 1286 1360 1450 1534 1641 1832 2048 2116 2613 3043
11 NA 15 NA 17 20 22 23 25 29 31 NA 37 NA 44 NA 49 54 59 63 66 71 74 77 85 92 100 102 111 121 128 138 143 158 166 174 189 203 222 234 238 258 270 279 296 327 340 354 378 390 400 418 423 450 470 488 490 516 533 553 571 579 595 616 634 643 664 676 702 707 730 755 770 790 813 824 850 864 884 917 928 945 986 993 1028 1057 1095 1121 1202 1244 1309 1365 1436 1555 1600 1729 2018 2210 2521 3297
12 NA 15 NA 17 20 21 24 26 29 31 NA 35 NA 41 NA 48 53 56 62 64 71 75 80 83 87 96 107 116 120 127 135 147 159 166 172 185 198 219 224 237 257 271 294 297 317 337 353 374 391 407 414 427 448 466 483 496 507 522 544 558 572 606 609 632 642 667 673 706 722 733 758 764 789 809 832 854 868 891 896 932 948 976 996 1030 1066 1106 1116 1202 1252 1311 1351 1417 1483 1629 1744 1977 2169 2850 3892
12 NA 15 NA 17 20 22 24 26 28 32 NA 38 NA 42 NA 51 53 58 62 64 69 76 77 82 91 99 104 110 121 127 140 144 154 165 181 185 204 209 229 246 255 272 285 310 318 344 358 379 384 407 417 440 453 463 478 500 508 525 539 567 575 605 620 624 651 660 672 697 725 739 756 773 788 804 822 845 871 884 899 934 944 969 990 1036 1064 1114 1118 1183 1237 1256 1372 1396 1475 1672 1761 1892 2107 2572 3171
12 NA 15 NA 17 20 22 24 25 27 31 NA 35 NA 43 NA 50 52 58 60 64 69 72 81 83 87 95 106 112 119 124 139 142 154 166 175 183 205 212 228 237 249 271 283 302 328 336 350 367 392 397 415 433 442 469 476 499 508 525 545 561 583 603 608 621 645 666 674 690 723 740 755 774 796 800 821 840 872 881 918 926 952 987 998 1028 1062 1082 1136 1190 1248 1303 1336 1416 1546 1603 1855 2004 2248 2679 3232
11 NA 14 NA 17 19 22 24 26 28 32 NA 36 NA 44 NA 49 54 56 61 66 69 72 79 82 88 97 102 113 122 127 137 144 159 166 181 190 194 222 226 243 262 275 278 295 316 333 349 366 388 403 416 436 441 470 474 499 520 532 539 557 583 592 615 621 643 660 676 700 711 742 745 770 792 809 833 849 868 888 916 943 944 968 1002 1036 1067 1103 1156 1179 1219 1301 1360 1391 1495 1666 1730 2001 2127 2688 4458
12 NA 15 NA 18 19 22 23 25 29 30 NA 37 NA 43 NA 49 52 57 61 66 69 75 80 86 93 94 107 111 117 133 137 149 153 168 172 184 195 212 229 241 257 276 288 308 327 341 357 376 385 399 418 436 447 457 473 492 517 535 548 562 577 596 612 632 649 654 681 705 709 742 757 766 795 806 823 850 871 889 914 940 963 966 999 1029 1056 1091 1125 1167 1203 1281 1332 1401 1472 1669 1723 1892 2061 2754 3174
11 NA 15 NA 17 19 21 23 25 27 31 NA 36 NA 43 NA 51 54 58 63 65 71 74 81 86 93 95 102 113 121 131 138 150 155 167 171 191 198 215 223 237 253 276 278 308 323 336 348 364 381 404 418 432 456 462 476 505 516 522 540 569 587 597 618 631 639 660 675 706 710 733 757 776 791 818 829 838 860 889 900 920 958 975 1017 1021 1068 1093 1125 1167 1218 1266 1346 1401 1525 1605 1773 1966 2265 2575 3257
12 NA 14 NA 17 20 22 24 26 28 31 NA 36 NA 44 NA 49 52 57 63 66 70 76 80 85 87 100 102 116 117 124 138 148 158 169 179 185 200 210 228 244 253 271 283 305 323 335 360 366 383 400 419 437 444 468 483 489 515 534 550 566 576 601 616 628 649 659 676 702 711 738 754 765 795 813 831 843 873 880 913 934 960 988 1010 1047 1058 1083 1138 1168 1213 1316 1369 1400 1517 1640 1809 1871 2109 2653 3281
11 NA 14 NA 17 19 21 24 26 27 31 NA 37 NA 42 NA 50 55 56 63 65 71 73 80 84 89 97 101 111 121 127 139 145 159 169 178 183 203 221 235 246 262 268 287 305 325 331 361 367 389 403 413 431 446 457 479 498 520 532 548 559 582 592 607 633 651 669 673 698 722 731 743 770 790 808 829 852 871 888 916 925 956 979 994 1037 1062 1082 1116 1197 1213 1312 1359 1426 1479 1602 1698 1914 2248 2577 4059
12 NA 14 NA 18 19 21 23 26 28 30 NA 38 NA 43 NA 48 54 58 63 66 71 73 79 86 90 95 107 110 121 130 137 146 159 162 173 186 198 222 231 244 258 264 279 307 325 332 346 370 386 400 422 435 445 469 485 501 510 529 542 569 578 606 619 624 652 659 677 706 719 733 743 779 783 814 827 841 859 883 907 938 950 986 994 1036 1068 1089 1159 1172 1229 1283 1366 1384 1484 1667 1697 2031 2109 2916 3726
11 NA 14 NA 18 20 21 23 25 29 32 NA 37 NA 41 NA 50 54 59 62 66 70 72 78 83 92 94 104 116 119 133 139 144 154 168 179 193 199 212 225 240 259 274 280 295 325 330 357 379 391 406 422 434 448 462 488 497 515 535 541 564 582 601 616 625 646 664 677 692 708 732 755 777 788 814 820 848 869 878 901 943 963 974 1017 1023 1059 1106 1121 1198 1251 1271 1348 1411 1487 1625 1788 1979 2198 2719 3910
11 NA 14 NA 18 20 21 23 25 27 32 NA 36 NA 41 NA 50 53 56 61 66 NA 75 79 86 90 97 101 111 120 131 141 150 153 167 179 193 200 222 230 239 251 264 290 296 325 339 360 363 390 403 416 423 451 464 474 501 516 523 554 570 575 598 607 633 652 657 685 692 715 734 752 763 780 807 829 842 857 877 915 923 953 966 996 1042 1051 1114 1150 1191 1213 1285 1332 1400 1495 1613 1848 1980 2225 2457 4629
12 NA 14 NA 18 20 21 24 25 27 30 NA 35 NA 43 NA 51 53 59 63 65 NA 72 80 NA 87 99 104 114 120 131 138 143 157 167 172 193 205 222 233 246 254 264 284 300 313 343 358 377 385 402 408 434 456 464 474 490 511 526 544 557 581 594 617 625 644 659 680 702 711 733 758 760 793 818 836 855 875 885 899 938 946 967 1004 1043 1062 1110 1134 1198 1212 1259 1345 1430 1504 1595 1853 1928 2229 2496 3828
11 NA 15 NA 17 20 NA 23 NA 29 31 NA 38 NA 44 NA 48 55 56 62 64 NA 75 77 NA 92 97 102 110 120 127 139 149 153 164 179 182 197 211 225 243 257 264 286 298 325 343 361 374 382 405 417 435 451 468 483 493 514 533 549 558 581 602 612 621 651 666 681 688 723 732 754 770 787 816 819 852 857 890 917 938 945 981 1015 1028 1059 1079 1148 1197 1213 1284 1321 1430 1479 1572 1740 2003 2350 2541 5104
12 NA 15 NA 18 20 NA 23 NA 29 30 NA 36 NA 42 NA 49 53 56 60 64 NA 76 79 NA 89 97 101 115 118 125 136 146 157 161 172 187 198 208 229 247 258 268 279 296 327 338 346 368 389 403 421 435 449 464 480 500 NA 531 551 570 585 591 609 631 651 654 680 699 710 727 746 767 788 799 833 840 869 889 910 923 957 966 997 1049 1051 1106 1119 1200 1252 1305 1345 1423 1534 1575 1793 1897 2207 2730 4815
12 NA 14 NA 18 19 NA 24 NA 27 32 NA 36 NA 44 NA 51 52 57 NA 64 NA 74 77 NA 93 NA 107 113 120 126 135 142 159 164 172 184 199 210 234 241 255 277 278 306 315 334 351 364 386 403 408 423 444 463 479 491 NA 533 543 569 586 605 617 637 647 668 673 694 714 738 748 779 797 814 825 853 871 894 914 935 963 984 1015 1033 1054 1095 1125 1178 1230 1306 1360 1446 1559 1660 1690 1992 2081 2409 3129
11 NA 15 NA 18 19 NA 23 NA 27 31 NA 37 NA 44 NA 51 54 58 NA 67 NA 72 77 NA 93 NA 105 116 122 124 134 144 158 165 171 188 NA 220 235 237 251 267 280 297 316 338 351 370 389 399 416 433 446 460 472 505 NA 530 541 565 588 591 610 628 638 657 686 691 710 736 747 774 791 813 821 850 869 893 918 941 952 985 999 1050 1059 1099 1143 1197 1213 1302 1371 1448 1552 1663 1711 1910 2250 2729 3625
12 NA 14 NA 18 NA NA 23 NA 27 30 NA 37 NA 42 NA 49 53 57 NA 67 NA 76 81 NA 91 NA 103 109 121 129 NA 151 156 168 172 188 NA 219 223 237 250 264 284 306 319 337 349 374 390 397 414 431 448 459 472 498 NA 524 550 570 575 592 NA 632 650 655 672 703 715 738 750 765 793 800 836 838 875 889 918 932 954 974 1012 1021 1057 1105 1142 1170 1251 1293 1370 1397 1477 1667 1702 1946 2368 2964 3973
12 NA 14 NA 17 NA NA NA NA 29 30 NA 38 NA 42 NA 48 55 59 NA 65 NA 76 80 NA 88 NA 103 109 123 127 NA 149 154 167 173 191 NA 216 234 239 256 NA 285 300 316 342 360 370 381 405 415 440 454 471 487 494 NA 531 543 559 577 604 NA 621 648 656 685 699 720 730 745 760 NA 799 825 850 867 889 912 932 961 975 1008 1035 1059 1102 1121 1180 1252 1266 1358 1396 1506 1653 1716 1993 2090 2496 3850
11 NA 15 NA 17 NA NA NA NA 28 31 NA 37 NA 41 NA 50 55 58 NA 65 NA 76 78 NA 88 NA 102 NA 123 126 NA 145 156 168 173 189 NA 222 225 239 255 NA 294 306 323 330 351 373 391 394 418 434 443 468 478 505 NA 529 547 568 588 606 NA 631 NA 659 675 706 723 740 743 769 NA 816 NA 842 874 NA 898 928 947 983 1018 1037 1064 1109 1146 1194 1242 1284 1317 1431 1529 1619 1830 2012 2381 2664 3900
12 NA 15 NA 18 NA NA NA NA 28 32 NA 38 NA 43 NA 48 54 58 NA 65 NA 73 79 NA 90 NA 108 NA 118 133 NA 150 159 169 175 183 NA 208 232 246 262 NA 281 NA 319 343 348 376 391 403 410 424 NA 457 477 503 NA 532 543 557 577 590 NA 632 NA 655 682 698 719 NA NA 765 NA 818 NA 855 858 NA 916 942 NA 982 1016 1050 1064 1084 1150 1195 1243 1295 1351 1396 1522 1682 1818 1866 2168 2512 5038
12 NA 14 NA 17 NA NA NA NA 28 32 NA 35 NA 42 NA 50 54 59 NA 66 NA 72 80 NA 88 NA 105 NA NA 127 NA 151 160 168 NA 192 NA 214 223 NA 262 NA 288 NA 321 335 NA 379 388 399 410 425 NA 469 NA 497 NA 536 548 565 579 NA NA 629 NA 654 675 690 716 NA NA 762 NA 816 NA 850 873 NA 918 921 NA 983 1004 1032 NA 1084 1156 1197 1234 1286 1321 1406 1504 1577 1735 1948 2347 2645 3269
11 NA 14 NA 18 NA NA NA NA 29 30 NA 35 NA 43 NA 50 55 NA NA 67 NA NA 81 NA NA NA 101 NA NA 124 NA 145 NA NA NA 190 NA 220 234 NA 252 NA 281 NA 313 344 NA 374 NA NA NA 438 NA 467 NA 497 NA 529 552 565 578 NA NA 632 NA 659 NA 694 714 NA NA 770 NA 804 NA NA 865 NA NA 925 NA 967 NA 1033 NA 1100 1127 NA NA 1308 1379 1446 NA NA 1730 1901 2342 2734 5322
11 NA 15 NA 18 NA NA NA NA 28 30 NA 35 NA 41 NA 51 52 NA NA 65 NA NA 79 NA NA NA 107 NA NA 126 NA 143 NA NA NA 187 NA 208 232 NA 251 NA 289 NA 320 NA NA 363 NA NA NA 436 NA 465 NA 503 NA 528 543 567 572 NA NA 631 NA 661 NA NA 725 NA NA 774 NA 806 NA NA 864 NA NA 922 NA 982 NA 1019 NA 1091 1131 NA NA NA 1354 1399 NA NA NA NA 2163 NA 3426
12 NA 15 NA 17 NA NA NA NA 29 31 NA 36 NA 42 NA 49 55 NA NA 64 NA NA 81 NA NA NA 101 NA NA 126 NA 144 NA NA NA 189 NA 220 NA NA 260 NA 283 NA 324 NA NA 372 NA NA NA 427 NA 470 NA 499 NA 527 550 566 576 NA NA 622 NA 671 NA NA 725 NA NA 771 NA 801 NA NA 871 NA NA 924 NA 984 NA 1040 NA NA 1126 NA NA NA NA 1389 NA NA NA NA NA NA NA
11 NA 15 NA 17 NA NA NA NA 27 30 NA 36 NA 41 NA 50 54 NA NA 66 NA NA 77 NA NA NA 106 NA NA 129 NA 145 NA NA NA 192 NA NA NA NA NA NA 278 NA 327 NA NA 375 NA NA NA 438 NA 461 NA 489 NA NA 540 NA 586 NA NA 621 NA 671 NA NA 715 NA NA 765 NA 806 NA NA 875 NA NA NA NA NA NA 1019 NA NA 1155 NA NA NA NA 1427 NA NA NA NA NA NA NA
11 NA 15 NA 17 NA NA NA NA 28 31 NA 35 NA 44 NA 49 53 NA NA 66 NA NA 77 NA NA NA 102 NA NA 125 NA 142 NA NA NA 186 NA NA NA NA NA NA 292 NA NA NA NA 363 NA NA NA 435 NA 466 NA 493 NA NA NA NA 576 NA NA 633 NA 656 NA NA 718 NA NA 774 NA 803 NA NA 865 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1455 NA NA NA NA NA NA NA
